1,-1,830,324,84,80,0.867118299,-1,-1,-1,TRUE
2,-1,830,325,84,78,0.809507251,-1,-1,-1,TRUE
3,-1,829,325,86,79,0.846371174,-1,-1,-1,TRUE
4,-1,829,325,87,78,0.834056199,-1,-1,-1,TRUE
5,-1,829,326,88,80,0.853375256,-1,-1,-1,TRUE
6,-1,830,326,86,81,0.842225313,-1,-1,-1,TRUE
7,-1,829,328,87,81,0.857354045,-1,-1,-1,TRUE
8,-1,835,330,81,81,0.730847597,-1,-1,-1,TRUE
9,-1,830,335,88,81,0.724109232,-1,-1,-1,TRUE
10,-1,831,335,86,83,0.820328772,-1,-1,-1,TRUE
11,-1,830,338,88,81,0.899402261,-1,-1,-1,TRUE
12,-1,830,338,88,82,0.91089505,-1,-1,-1,TRUE
13,-1,833,340,84,81,0.834176958,-1,-1,-1,TRUE
14,-1,832,341,87,82,0.84665221,-1,-1,-1,TRUE
15,-1,832,342,88,80,0.869402468,-1,-1,-1,TRUE
16,-1,833,342,87,81,0.845883965,-1,-1,-1,TRUE
17,-1,834,343,86,81,0.842214584,-1,-1,-1,TRUE
18,-1,835,343,86,83,0.863145053,-1,-1,-1,TRUE
19,-1,836,345,84,82,0.867835224,-1,-1,-1,TRUE
20,-1,838,346,83,83,0.839730978,-1,-1,-1,TRUE
21,-1,837,347,82,85,0.841339886,-1,-1,-1,TRUE
22,-1,838,348,82,85,0.803247452,-1,-1,-1,TRUE
23,-1,837,350,85,85,0.783342838,-1,-1,-1,TRUE
24,-1,836,355,87,83,0.826861978,-1,-1,-1,TRUE
25,-1,836,354,88,86,0.867388725,-1,-1,-1,TRUE
26,-1,837,356,85,84,0.862510264,-1,-1,-1,TRUE
27,-1,837,357,86,84,0.862166286,-1,-1,-1,TRUE
28,-1,838,358,86,84,0.896716237,-1,-1,-1,TRUE
29,-1,838,359,87,83,0.844264567,-1,-1,-1,TRUE
30,-1,837,360,88,83,0.873966396,-1,-1,-1,TRUE
31,-1,837,360,87,84,0.838149905,-1,-1,-1,TRUE
32,-1,839,360,83,84,0.831646681,-1,-1,-1,TRUE
33,-1,834,357,87,85,0.872012317,-1,-1,-1,TRUE
34,-1,822,352,93,89,0.749555528,-1,-1,-1,TRUE
35,-1,817,349,86,84,0.799818873,-1,-1,-1,TRUE
36,-1,812,346,86,85,0.864463925,-1,-1,-1,TRUE
37,-1,809,342,86,86,0.8381657,-1,-1,-1,TRUE
38,-1,803,341,86,85,0.787315667,-1,-1,-1,TRUE
39,-1,803,340,86,85,0.855726123,-1,-1,-1,TRUE
40,-1,803,339,86,86,0.899230242,-1,-1,-1,TRUE
41,-1,803,339,86,85,0.829332829,-1,-1,-1,TRUE
42,-1,803,335,87,89,0.796524227,-1,-1,-1,TRUE
43,-1,807,334,87,87,0.841047764,-1,-1,-1,TRUE
44,-1,807,330,89,91,0.807157218,-1,-1,-1,TRUE
45,-1,809,323,84,92,0.866535962,-1,-1,-1,TRUE
46,-1,808,321,87,92,0.905991793,-1,-1,-1,TRUE
47,-1,810,320,84,88,0.929815054,-1,-1,-1,TRUE
48,-1,811,320,86,88,0.927773714,-1,-1,-1,TRUE
49,-1,812,319,85,87,0.946271539,-1,-1,-1,TRUE
50,-1,814,317,84,86,0.938878238,-1,-1,-1,TRUE
51,-1,813,316,88,86,0.928516269,-1,-1,-1,TRUE
52,-1,817,315,85,87,0.89090991,-1,-1,-1,TRUE
53,-1,818,314,87,87,0.913739979,-1,-1,-1,TRUE
54,-1,822,314,83,86,0.884969294,-1,-1,-1,TRUE
55,-1,826,311,86,88,0.875730515,-1,-1,-1,TRUE
56,-1,829,310,87,90,0.877172709,-1,-1,-1,TRUE
57,-1,829,311,87,88,0.835113883,-1,-1,-1,TRUE
58,-1,831,310,88,90,0.87531507,-1,-1,-1,TRUE
59,-1,834,311,85,89,0.841900885,-1,-1,-1,TRUE
60,-1,838,311,86,90,0.912832081,-1,-1,-1,TRUE
61,-1,839,311,84,90,0.901447535,-1,-1,-1,TRUE
62,-1,841,313,83,89,0.893442571,-1,-1,-1,TRUE
63,-1,845,314,84,90,0.858647346,-1,-1,-1,TRUE
64,-1,842,317,84,87,0.891144097,-1,-1,-1,TRUE
65,-1,840,318,87,87,0.869128525,-1,-1,-1,TRUE
66,-1,846,319,83,90,0.836595476,-1,-1,-1,TRUE
67,-1,848,323,82,89,0.923002839,-1,-1,-1,TRUE
68,-1,847,324,86,89,0.924276471,-1,-1,-1,TRUE
69,-1,848,327,85,88,0.896458626,-1,-1,-1,TRUE
70,-1,848,327,90,86,0.929652333,-1,-1,-1,TRUE
71,-1,854,326,85,86,0.920136034,-1,-1,-1,TRUE
72,-1,856,324,85,89,0.937562943,-1,-1,-1,TRUE
73,-1,860,324,87,89,0.903704286,-1,-1,-1,TRUE
74,-1,866,324,84,87,0.918556094,-1,-1,-1,TRUE
75,-1,868,323,83,88,0.932645738,-1,-1,-1,TRUE
76,-1,871,324,84,88,0.92588824,-1,-1,-1,TRUE
77,-1,872,324,83,88,0.920292139,-1,-1,-1,TRUE
78,-1,878,324,81,89,0.92018044,-1,-1,-1,TRUE
79,-1,885,322,79,90,0.839883924,-1,-1,-1,TRUE
